,Category,Message
1147,ham,babe lost
3653,ham,probably still going stuff
1333,ham,ok lar u sleep early nite
1667,ham,guess spent last night phasing fourth dimension
4198,spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone
5119,ham,lol real told dad cancer
4250,ham,loosu go hospital de dont let careless
915,ham,call da waiting call
3035,ham,get ready lt gt inches pleasure
1879,ham,party alex nichols
3203,ham,okay lor wah like def wont let us go haha say terms conditions
2952,ham,hey free call
2483,ham,pansy living jungle two years driving worried
5494,ham,cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us
926,ham,k wait chikku il send aftr lt gt mins
1378,spam,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers call optout lf
5492,spam,marvel mobile play official ultimate spider man game ur mobile right text spider game send u free ball wallpaper
3571,spam,customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg
3206,ham,oh yes little weather kind coccooning home
3604,ham,sure checking happening around area
1759,ham,sorry free
735,ham,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh
2687,ham,r many model sony ericson also der lt gt luks good bt forgot modl
1158,ham,adult would learn experience real danger dont like peeps using drugs dont need comment
2419,ham,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala
2445,ham,yes dont care need bad princess
4642,ham,havent
3986,ham,whatever juliana whatever want
5402,ham,hi babe thanks coming even though didnt go well wanted bed hope see soon love kisses xxx
5130,ham,way
5474,ham,mummy boy good bad positive negative mummy made wait hmmmm
1655,ham,wishing family merry x mas happy new year advance
1469,spam,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x calls minmobsmorelkpobox hp fl
4223,ham,yo around friend mine lookin pick later tonight
922,ham,way school pls send ashley number
5238,ham,yeah still give ride
4300,ham,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
4362,ham,think u got think use got good ni
81,ham,k call ah
2361,ham,money issue weigh thanks breathe easier make sure dont regret thanks
171,ham,sir need axis bank account bank address
2091,ham,kallis wont play first two odi
2314,ham,guys
2478,ham,done sorry hope next space gives everything want remember furniture around move lock locks leave key jenne
4504,ham,stupid possible
2064,spam,urgent mobile bonus caller prize nd attempt reach call asap box n qp ppm
2925,ham,thts god gift birds humans hav natural gift frm god
2178,ham,oh k got job whats
4494,ham,lol grins babe thanks thinking
3129,ham,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked
1708,ham,test earlier appreciate call tomorrow
5499,ham,get step outta way congrats
4387,ham,im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheers
3610,ham,joy father john john joy father u ans ths hav lt gt iq tis ias question try answer
3567,ham,ok come home vl nice meet v chat
1764,ham,joy father john john name joy father mandan
426,ham,ok ok guess
892,ham,great princess thinking
1381,ham,dnt wnt tlk wid u
168,ham,hi frnd best way avoid missunderstding wit beloved one
2984,ham,eat fo lunch senor
1639,ham,great comedy cant stop laughing da
5249,ham,k leaving soon little
5444,ham,good morning repair shop reason hour
14,ham,date sunday
1768,ham,k want us come
1390,ham,haha got fast lose weight thk muz go month den got effect gee later go aust put bk e weight
519,ham,way transport less problematic sat night way u want ask n join bday feel free need know definite nos booking fri
1384,ham,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle
5522,ham,thats cool want please
2138,ham,came hostel
1622,ham,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
3774,ham,came hostel going sleep plz call class hrishi
997,ham,yetunde class run water make ok pls
2390,ham,boo things back home little bored already
3998,spam,bored housewives chat n date bt national rate p min landlines
2744,ham,family responding anything room went home diwali one called coming makes feel like died
3760,ham,god asked forgiveness little child gave lovely reply wonderful fruit tree gives hurt stone good night
4977,ham,gorgeous keep pix cumming thank
865,ham,dude ive seeing lotta corvettes lately
2431,ham,txting driving
1180,ham,day class class
2357,ham,joined today
1153,ham,ok go change also
4412,ham,ya cant display internal subs gotta extract
3395,ham,bull plan go floating ikea without care world live mess another day
1590,ham,love set soul fire spark flame big rawring flame xoxo
2845,ham,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss calls u get u get missed u marry ur lover
4149,spam,please call amanda regard renewing upgrading current mobile handset free charge offer ends today tel subject c
3907,ham,went fast asleep dear take care
1689,ham,nan sonathaya soladha boss
4404,ham,getting back home
208,ham,aight yo dats straight dogg
1424,ham,lol great im getting hungry
135,spam,want get laid tonight want real dogging locations sent direct ur mob join uk largest dogging network bt txting gravel nt ec p msg p
1933,ham,jus finished avatar nigro
4442,ham,going orchard laready reaching soon u reaching
3867,ham,theoretically yeah could able come
1127,ham,tonight mate catching sleep new number way
3191,ham,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning
4841,spam,private account statement shows un redeemed points call identifier code expires
3455,ham,dont file bag work called tell find anything room
841,ham,luv u soo much u understand special u r ring u morrow luv u xxx
2635,ham,sorry da thangam sorry held prasad
1250,ham,call later network urgnt sms
3620,spam,p alfie moon children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
1467,ham,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt
5328,ham,sweet heart
3650,ham,hmm ill think ok forgiven
267,ham,sure yet still trying get hold
3540,ham,happen dear silent tensed
5380,ham,sunny california weather cool
5166,ham,dun believe leh tot told true already thk muz c us tog believe
1216,ham,would good phone tomo lunchtime shall organise something
1116,ham,lets make saturday monday per convenience
5419,ham,bruce amp fowler mom car park long story
2844,ham,tunji queen wishing great day abiola
4553,ham,symptoms u love u like listening songs u get stopped u see name beloved u get angry
3627,ham,yeah right bring tape measure fri
5149,ham,pls call da happen
4912,ham,love holiday monday feeling even go dentists hour
4980,ham,spending new years brother family lets plan meet next week ready spoiled
5195,ham,darren saying dat u meeting da ge den dun meet dinner cos later u leave xy feel awkward den u meet lunch lor
1411,ham,pls speak customer machan
4911,ham,regret inform u nhs made mistake u never actually born please report yor local hospital b terminated r sorry inconvenience
3863,ham,customer place wil cal u sir
2819,ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join
3029,ham,got tallent wasting
4751,ham,still maybe leave credit card get gas get back like told
1565,ham,tmrw im finishing doors
37,ham,see letter b car
3005,spam,tkts euro cup final cash collect call b pobox ppm
1714,spam,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx
1205,spam,win year supply cds store ur choice worth enter weekly draw txt music ts cs www ldew com subs win ppmx
1376,ham,finally ready fyi
1446,ham,marriage function
3031,ham,also sir sent email log usc payment portal send another message explain things back home great weekend
2978,ham,ok omw castor
1821,ham,probably tomorrow even later tonight something going
4444,ham,know old dom told yesterday name roger got touch last night wants meet today pm
5132,ham,still working time also tried adding zeros savings checking lt gt
1247,ham,know u mean king havin credit goin bed night night sweet sleep
3588,ham,ride equally uneventful many pesky cyclists around time night
1097,spam,dear subscriber ur draw gift voucher b entered receipt correct ans elvis presleys birthday txt answer
2159,ham,think go honesty road call bank tomorrow tough decisions make us great people
4887,ham,times
3027,ham,finished lunch already u wake already
1976,ham,delhi chennai still silent
945,ham,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones
293,ham,oops got bit
3320,ham,kay since already
478,ham,tension ah machi problem
5482,spam,urgent trying contact last weekends draw shows u prize guaranteed call claim code k valid hrs p pm
4439,ham,nothing ever easy looking reason take risk life love
4818,ham,mark taking forever pick prescription pain coming back
2297,spam,forwarded hi mailbox messaging sms alert messages matches please call back retrieve messages matches
942,ham,theyre lots places hospitals medical places safe
3228,ham,wife knew time murder exactly
2836,ham,ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter
752,spam,important customer service announcement premier
3859,ham,r u still working
236,ham,printed oh lt gt come upstairs
13,ham,searching right words thank breather promise wont take help granted fulfil promise wonderful blessing times
4234,ham,love hope anything drastic dare sell pc phone
3390,ham,guess got screwd
4452,ham,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want know upset listen tell going upset want surprised mad
2403,ham,oh oh wasted den muz chiong sat n sun liao
3305,ham,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
